id,user_id,course_id,topic_id,subtopic_id,recommendation_type,recommendation_text,priority,status,source,created_at,updated_at
658,89,169,2449,2450,retry_mistakes,Retry previous mistakes in Block Flow Diagrams to reduce repeated errors.,medium,active,performance_summary,"""2026-06-17T21:10:35.000Z""","""2026-06-17T21:10:35.000Z"""
659,89,169,2453,2454,review_subtopic,Review Reactors because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-06-17T21:10:35.000Z""","""2026-06-17T21:10:35.000Z"""
660,89,169,2453,2454,retry_mistakes,Retry previous mistakes in Reactors to reduce repeated errors.,medium,active,performance_summary,"""2026-06-17T21:10:35.000Z""","""2026-06-17T21:10:35.000Z"""
661,89,169,2449,2451,review_subtopic,Review PFDs because this topic needs more practice (accuracy 44%).,medium,active,performance_summary,"""2026-06-17T21:10:35.000Z""","""2026-06-17T21:10:35.000Z"""
662,89,169,2449,2451,retry_mistakes,Retry previous mistakes in PFDs to reduce repeated errors.,medium,active,performance_summary,"""2026-06-17T21:10:35.000Z""","""2026-06-17T21:10:35.000Z"""
663,89,169,2457,2458,retry_mistakes,Retry previous mistakes in Capital Cost to reduce repeated errors.,medium,active,performance_summary,"""2026-06-17T21:10:35.000Z""","""2026-06-17T21:10:35.000Z"""
664,89,45,529,530,review_subtopic,Review Variables and Types because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-06-13T09:52:08.000Z""","""2026-06-13T09:52:08.000Z"""
665,89,45,529,530,retry_mistakes,Retry previous mistakes in Variables and Types to reduce repeated errors.,medium,active,performance_summary,"""2026-06-13T09:52:08.000Z""","""2026-06-13T09:52:08.000Z"""
666,89,99,1329,1330,review_subtopic,Review Introduction to Stability Key Quantities because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-06-18T18:46:29.000Z""","""2026-06-18T18:46:29.000Z"""
667,89,99,1329,1330,retry_mistakes,Retry previous mistakes in Introduction to Stability Key Quantities to reduce repeated errors.,medium,active,performance_summary,"""2026-06-18T18:46:29.000Z""","""2026-06-18T18:46:29.000Z"""
668,90,134,1901,1903,review_subtopic,Review Power Factor because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-06-02T21:12:37.000Z""","""2026-06-02T21:12:37.000Z"""
669,90,134,1901,1903,retry_mistakes,Retry previous mistakes in Power Factor to reduce repeated errors.,medium,active,performance_summary,"""2026-06-02T21:12:37.000Z""","""2026-06-02T21:12:37.000Z"""
670,90,134,1893,1895,retry_mistakes,Retry previous mistakes in Impedance to reduce repeated errors.,medium,active,performance_summary,"""2026-06-02T21:12:37.000Z""","""2026-06-02T21:12:37.000Z"""
671,90,134,1897,1899,review_subtopic,Review Norton Equivalent because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-30T17:26:01.000Z""","""2026-05-30T17:26:01.000Z"""
672,90,134,1897,1899,retry_mistakes,Retry previous mistakes in Norton Equivalent to reduce repeated errors.,medium,active,performance_summary,"""2026-05-30T17:26:01.000Z""","""2026-05-30T17:26:01.000Z"""
673,90,134,1897,1898,retry_mistakes,Retry previous mistakes in Thevenin Equivalent to reduce repeated errors.,medium,active,performance_summary,"""2026-06-02T21:12:37.000Z""","""2026-06-02T21:12:37.000Z"""
674,90,134,1897,1900,review_subtopic,Review Superposition because this topic needs more practice (accuracy 25%).,medium,active,performance_summary,"""2026-06-02T21:12:37.000Z""","""2026-06-02T21:12:37.000Z"""
675,90,134,1897,1900,retry_mistakes,Retry previous mistakes in Superposition to reduce repeated errors.,medium,active,performance_summary,"""2026-06-02T21:12:37.000Z""","""2026-06-02T21:12:37.000Z"""
676,90,134,1889,1890,retry_mistakes,Retry previous mistakes in Ohm's Law to reduce repeated errors.,medium,active,performance_summary,"""2026-05-30T17:26:01.000Z""","""2026-05-30T17:26:01.000Z"""
677,90,167,2421,2423,review_subtopic,Review F-Test because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-06-03T21:59:01.000Z""","""2026-06-03T21:59:01.000Z"""
678,90,167,2421,2423,retry_mistakes,Retry previous mistakes in F-Test to reduce repeated errors.,medium,active,performance_summary,"""2026-06-03T21:59:01.000Z""","""2026-06-03T21:59:01.000Z"""
679,91,154,2209,2212,review_subtopic,Review Temperature and Pressure Scales because this topic needs more practice (accuracy 38%).,medium,active,performance_summary,"""2026-06-05T11:02:22.000Z""","""2026-06-05T11:02:22.000Z"""
680,91,154,2209,2212,retry_mistakes,Retry previous mistakes in Temperature and Pressure Scales to reduce repeated errors.,medium,active,performance_summary,"""2026-06-05T11:02:22.000Z""","""2026-06-05T11:02:22.000Z"""
681,91,154,2209,2210,retry_mistakes,Retry previous mistakes in Units and Dimensions to reduce repeated errors.,medium,active,performance_summary,"""2026-06-06T08:00:34.000Z""","""2026-06-06T08:00:34.000Z"""
682,91,154,2217,2218,retry_mistakes,Retry previous mistakes in Heat Capacity to reduce repeated errors.,medium,active,performance_summary,"""2026-06-06T08:00:34.000Z""","""2026-06-06T08:00:34.000Z"""
683,91,154,2213,2216,retry_mistakes,Retry previous mistakes in Reactive Systems to reduce repeated errors.,medium,active,performance_summary,"""2026-06-05T11:02:22.000Z""","""2026-06-05T11:02:22.000Z"""
684,91,154,2209,2211,retry_mistakes,Retry previous mistakes in Concentration Measures to reduce repeated errors.,medium,active,performance_summary,"""2026-06-06T08:00:34.000Z""","""2026-06-06T08:00:34.000Z"""
685,91,154,2213,2214,review_subtopic,Practice Steady-State Balances because your accuracy is 0%.,high,active,performance_summary,"""2026-06-06T08:00:34.000Z""","""2026-06-06T08:00:34.000Z"""
686,91,154,2213,2214,retry_mistakes,Retry previous mistakes in Steady-State Balances to reduce repeated errors.,high,active,performance_summary,"""2026-06-06T08:00:34.000Z""","""2026-06-06T08:00:34.000Z"""
687,91,154,2213,2215,review_subtopic,Review Recycle and Bypass because this topic needs more practice (accuracy 20%).,medium,active,performance_summary,"""2026-06-06T08:00:34.000Z""","""2026-06-06T08:00:34.000Z"""
688,91,154,2213,2215,retry_mistakes,Retry previous mistakes in Recycle and Bypass to reduce repeated errors.,medium,active,performance_summary,"""2026-06-06T08:00:34.000Z""","""2026-06-06T08:00:34.000Z"""
689,91,37,433,434,review_subtopic,Review Sample Spaces because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-20T11:03:39.000Z""","""2026-05-20T11:03:39.000Z"""
690,91,37,433,434,retry_mistakes,Retry previous mistakes in Sample Spaces to reduce repeated errors.,medium,active,performance_summary,"""2026-05-20T11:03:39.000Z""","""2026-05-20T11:03:39.000Z"""
691,92,15,178,180,retry_mistakes,Retry previous mistakes in Beam Deflection to reduce repeated errors.,medium,active,performance_summary,"""2026-06-02T13:13:04.000Z""","""2026-06-02T13:13:04.000Z"""
692,92,15,172,174,review_subtopic,Review Torsion Formula because this topic needs more practice (accuracy 44%).,medium,active,performance_summary,"""2026-06-02T13:13:04.000Z""","""2026-06-02T13:13:04.000Z"""
693,92,15,172,174,retry_mistakes,Retry previous mistakes in Torsion Formula to reduce repeated errors.,medium,active,performance_summary,"""2026-06-02T13:13:04.000Z""","""2026-06-02T13:13:04.000Z"""
694,92,15,172,173,review_subtopic,Review Axial Deformation because this topic needs more practice (accuracy 17%).,medium,active,performance_summary,"""2026-06-02T13:13:04.000Z""","""2026-06-02T13:13:04.000Z"""
695,92,15,172,173,retry_mistakes,Retry previous mistakes in Axial Deformation to reduce repeated errors.,medium,active,performance_summary,"""2026-06-02T13:13:04.000Z""","""2026-06-02T13:13:04.000Z"""
696,92,15,169,171,review_subtopic,Review Shear Stress because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-06-02T13:13:04.000Z""","""2026-06-02T13:13:04.000Z"""
697,92,15,169,171,retry_mistakes,Retry previous mistakes in Shear Stress to reduce repeated errors.,medium,active,performance_summary,"""2026-06-02T13:13:04.000Z""","""2026-06-02T13:13:04.000Z"""
698,92,15,178,179,review_subtopic,Review Combined Stress because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-06-02T13:13:04.000Z""","""2026-06-02T13:13:04.000Z"""
699,92,15,178,179,retry_mistakes,Retry previous mistakes in Combined Stress to reduce repeated errors.,medium,active,performance_summary,"""2026-06-02T13:13:04.000Z""","""2026-06-02T13:13:04.000Z"""
700,92,15,169,170,review_subtopic,Practice Normal Stress because your accuracy is 0%.,high,active,performance_summary,"""2026-06-02T13:13:04.000Z""","""2026-06-02T13:13:04.000Z"""
701,92,15,169,170,retry_mistakes,Retry previous mistakes in Normal Stress to reduce repeated errors.,high,active,performance_summary,"""2026-06-02T13:13:04.000Z""","""2026-06-02T13:13:04.000Z"""
702,92,122,1697,1700,review_subtopic,Review Free Body Diagrams because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-06-03T17:24:00.000Z""","""2026-06-03T17:24:00.000Z"""
703,92,122,1697,1700,retry_mistakes,Retry previous mistakes in Free Body Diagrams to reduce repeated errors.,medium,active,performance_summary,"""2026-06-03T17:24:00.000Z""","""2026-06-03T17:24:00.000Z"""
704,92,9,100,101,review_subtopic,Practice Symmetric Encryption because your accuracy is 0%.,high,active,performance_summary,"""2026-05-29T10:28:00.000Z""","""2026-05-29T10:28:00.000Z"""
705,92,9,100,101,retry_mistakes,Retry previous mistakes in Symmetric Encryption to reduce repeated errors.,high,active,performance_summary,"""2026-05-29T10:28:00.000Z""","""2026-05-29T10:28:00.000Z"""
706,92,9,97,98,review_subtopic,Review Confidentiality and Integrity because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-29T10:28:00.000Z""","""2026-05-29T10:28:00.000Z"""
707,92,9,97,98,retry_mistakes,Retry previous mistakes in Confidentiality and Integrity to reduce repeated errors.,medium,active,performance_summary,"""2026-05-29T10:28:00.000Z""","""2026-05-29T10:28:00.000Z"""
708,93,177,2585,2588,retry_mistakes,Retry previous mistakes in Schema Decomposition to reduce repeated errors.,medium,active,performance_summary,"""2026-05-27T15:12:54.000Z""","""2026-05-27T15:12:54.000Z"""
709,93,177,2589,2590,review_subtopic,Review ACID Properties because this topic needs more practice (accuracy 17%).,medium,active,performance_summary,"""2026-05-27T15:12:54.000Z""","""2026-05-27T15:12:54.000Z"""
710,93,177,2589,2590,retry_mistakes,Retry previous mistakes in ACID Properties to reduce repeated errors.,medium,active,performance_summary,"""2026-05-27T15:12:54.000Z""","""2026-05-27T15:12:54.000Z"""
711,93,177,2585,2586,review_subtopic,Review Functional Dependencies because this topic needs more practice (accuracy 40%).,medium,active,performance_summary,"""2026-05-27T11:49:22.000Z""","""2026-05-27T11:49:22.000Z"""
712,93,177,2585,2586,retry_mistakes,Retry previous mistakes in Functional Dependencies to reduce repeated errors.,medium,active,performance_summary,"""2026-05-27T11:49:22.000Z""","""2026-05-27T11:49:22.000Z"""
713,93,177,2577,2580,retry_mistakes,Retry previous mistakes in Entity Relationships to reduce repeated errors.,medium,active,performance_summary,"""2026-05-27T15:12:54.000Z""","""2026-05-27T15:12:54.000Z"""
714,93,177,2589,2592,review_subtopic,Practice Locking and Isolation Levels because your accuracy is 0%.,high,active,performance_summary,"""2026-05-27T15:12:54.000Z""","""2026-05-27T15:12:54.000Z"""
715,93,177,2589,2592,retry_mistakes,Retry previous mistakes in Locking and Isolation Levels to reduce repeated errors.,high,active,performance_summary,"""2026-05-27T15:12:54.000Z""","""2026-05-27T15:12:54.000Z"""
716,93,81,1045,1046,review_subtopic,Review Set Operations because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-17T17:46:33.000Z""","""2026-05-17T17:46:33.000Z"""
717,93,81,1045,1046,retry_mistakes,Retry previous mistakes in Set Operations to reduce repeated errors.,medium,active,performance_summary,"""2026-05-17T17:46:33.000Z""","""2026-05-17T17:46:33.000Z"""
718,93,5,52,53,review_subtopic,Review TCP State and Reliability because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-18T09:09:35.000Z""","""2026-05-18T09:09:35.000Z"""
719,93,5,52,53,retry_mistakes,Retry previous mistakes in TCP State and Reliability to reduce repeated errors.,medium,active,performance_summary,"""2026-05-18T09:09:35.000Z""","""2026-05-18T09:09:35.000Z"""
720,94,94,1249,1252,retry_mistakes,Retry previous mistakes in Stress-Strain Curves to reduce repeated errors.,medium,active,performance_summary,"""2026-06-16T08:29:33.000Z""","""2026-06-16T08:29:33.000Z"""
721,94,94,1257,1258,review_subtopic,Practice Bending Stress because your accuracy is 0%.,high,active,performance_summary,"""2026-06-16T08:29:33.000Z""","""2026-06-16T08:29:33.000Z"""
722,94,94,1257,1258,retry_mistakes,Retry previous mistakes in Bending Stress to reduce repeated errors.,high,active,performance_summary,"""2026-06-16T08:29:33.000Z""","""2026-06-16T08:29:33.000Z"""
723,94,94,1257,1259,review_subtopic,Review Shear Force Diagrams because this topic needs more practice (accuracy 29%).,medium,active,performance_summary,"""2026-06-17T12:48:04.000Z""","""2026-06-17T12:48:04.000Z"""
724,94,94,1257,1259,retry_mistakes,Retry previous mistakes in Shear Force Diagrams to reduce repeated errors.,medium,active,performance_summary,"""2026-06-17T12:48:04.000Z""","""2026-06-17T12:48:04.000Z"""
725,94,94,1249,1250,review_subtopic,Review Normal Stress because this topic needs more practice (accuracy 44%).,medium,active,performance_summary,"""2026-06-17T12:48:04.000Z""","""2026-06-17T12:48:04.000Z"""
726,94,94,1249,1250,retry_mistakes,Retry previous mistakes in Normal Stress to reduce repeated errors.,medium,active,performance_summary,"""2026-06-17T12:48:04.000Z""","""2026-06-17T12:48:04.000Z"""
727,94,94,1257,1260,review_subtopic,Review Moment Diagrams because this topic needs more practice (accuracy 25%).,medium,active,performance_summary,"""2026-06-14T09:24:59.000Z""","""2026-06-14T09:24:59.000Z"""
728,94,94,1257,1260,retry_mistakes,Retry previous mistakes in Moment Diagrams to reduce repeated errors.,medium,active,performance_summary,"""2026-06-14T09:24:59.000Z""","""2026-06-14T09:24:59.000Z"""
729,94,94,1253,1256,review_subtopic,Review Angle of Twist because this topic needs more practice (accuracy 25%).,medium,active,performance_summary,"""2026-06-17T12:48:04.000Z""","""2026-06-17T12:48:04.000Z"""
730,94,94,1253,1256,retry_mistakes,Retry previous mistakes in Angle of Twist to reduce repeated errors.,medium,active,performance_summary,"""2026-06-17T12:48:04.000Z""","""2026-06-17T12:48:04.000Z"""
731,94,94,1253,1255,review_subtopic,Review Torsion Formula because this topic needs more practice (accuracy 20%).,medium,active,performance_summary,"""2026-06-17T12:48:04.000Z""","""2026-06-17T12:48:04.000Z"""
732,94,94,1253,1255,retry_mistakes,Retry previous mistakes in Torsion Formula to reduce repeated errors.,medium,active,performance_summary,"""2026-06-17T12:48:04.000Z""","""2026-06-17T12:48:04.000Z"""
733,94,94,1253,1254,review_subtopic,Review Axial Deformation because this topic needs more practice (accuracy 17%).,medium,active,performance_summary,"""2026-06-16T08:29:33.000Z""","""2026-06-16T08:29:33.000Z"""
734,94,94,1253,1254,retry_mistakes,Retry previous mistakes in Axial Deformation to reduce repeated errors.,medium,active,performance_summary,"""2026-06-16T08:29:33.000Z""","""2026-06-16T08:29:33.000Z"""
735,94,64,773,774,review_subtopic,Practice Instruction Cycle because your accuracy is 0%.,high,active,performance_summary,"""2026-06-18T16:23:24.000Z""","""2026-06-18T16:23:24.000Z"""
736,94,64,773,774,retry_mistakes,Retry previous mistakes in Instruction Cycle to reduce repeated errors.,high,active,performance_summary,"""2026-06-18T16:23:24.000Z""","""2026-06-18T16:23:24.000Z"""
737,95,39,460,462,review_subtopic,Review Minimum Spanning Tree because this topic needs more practice (accuracy 25%).,medium,active,performance_summary,"""2026-06-08T19:29:57.000Z""","""2026-06-08T19:29:57.000Z"""
738,95,39,460,462,retry_mistakes,Retry previous mistakes in Minimum Spanning Tree to reduce repeated errors.,medium,active,performance_summary,"""2026-06-08T19:29:57.000Z""","""2026-06-08T19:29:57.000Z"""
739,95,39,460,461,review_subtopic,Practice Shortest Path because your accuracy is 0%.,high,active,performance_summary,"""2026-06-10T09:13:12.000Z""","""2026-06-10T09:13:12.000Z"""
740,95,39,460,461,retry_mistakes,Retry previous mistakes in Shortest Path to reduce repeated errors.,high,active,performance_summary,"""2026-06-10T09:13:12.000Z""","""2026-06-10T09:13:12.000Z"""
741,95,39,457,458,review_subtopic,Review Decision Variables because this topic needs more practice (accuracy 43%).,medium,active,performance_summary,"""2026-06-10T09:13:12.000Z""","""2026-06-10T09:13:12.000Z"""
742,95,39,457,458,retry_mistakes,Retry previous mistakes in Decision Variables to reduce repeated errors.,medium,active,performance_summary,"""2026-06-10T09:13:12.000Z""","""2026-06-10T09:13:12.000Z"""
743,95,39,466,467,retry_mistakes,Retry previous mistakes in Shadow Prices to reduce repeated errors.,medium,active,performance_summary,"""2026-06-10T09:13:12.000Z""","""2026-06-10T09:13:12.000Z"""
744,95,39,457,459,review_subtopic,Review Objective Functions because this topic needs more practice (accuracy 40%).,medium,active,performance_summary,"""2026-06-10T09:13:12.000Z""","""2026-06-10T09:13:12.000Z"""
745,95,39,457,459,retry_mistakes,Retry previous mistakes in Objective Functions to reduce repeated errors.,medium,active,performance_summary,"""2026-06-10T09:13:12.000Z""","""2026-06-10T09:13:12.000Z"""
746,95,39,466,468,retry_mistakes,Retry previous mistakes in Reduced Costs to reduce repeated errors.,medium,active,performance_summary,"""2026-06-10T09:13:12.000Z""","""2026-06-10T09:13:12.000Z"""
747,95,39,463,464,review_subtopic,Review Binary Variables because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-06-10T09:13:12.000Z""","""2026-06-10T09:13:12.000Z"""
748,95,39,463,464,retry_mistakes,Retry previous mistakes in Binary Variables to reduce repeated errors.,medium,active,performance_summary,"""2026-06-10T09:13:12.000Z""","""2026-06-10T09:13:12.000Z"""
749,95,39,463,465,review_subtopic,Practice Assignment Constraints because your accuracy is 0%.,high,active,performance_summary,"""2026-06-08T19:29:57.000Z""","""2026-06-08T19:29:57.000Z"""
750,95,39,463,465,retry_mistakes,Retry previous mistakes in Assignment Constraints to reduce repeated errors.,high,active,performance_summary,"""2026-06-08T19:29:57.000Z""","""2026-06-08T19:29:57.000Z"""
751,95,157,2261,2264,review_subtopic,Practice Addition Reactions because your accuracy is 0%.,high,active,performance_summary,"""2026-06-08T20:24:37.000Z""","""2026-06-08T20:24:37.000Z"""
752,95,157,2261,2264,retry_mistakes,Retry previous mistakes in Addition Reactions to reduce repeated errors.,high,active,performance_summary,"""2026-06-08T20:24:37.000Z""","""2026-06-08T20:24:37.000Z"""
753,96,8,88,90,retry_mistakes,Retry previous mistakes in Overfitting and Underfitting to reduce repeated errors.,medium,active,performance_summary,"""2026-05-22T10:07:36.000Z""","""2026-05-22T10:07:36.000Z"""
754,96,8,85,86,retry_mistakes,Retry previous mistakes in Training and Test Sets to reduce repeated errors.,medium,active,performance_summary,"""2026-05-22T10:07:36.000Z""","""2026-05-22T10:07:36.000Z"""
755,96,8,91,92,retry_mistakes,Retry previous mistakes in Gradient Descent to reduce repeated errors.,medium,active,performance_summary,"""2026-05-22T10:07:36.000Z""","""2026-05-22T10:07:36.000Z"""
756,96,8,94,95,retry_mistakes,Retry previous mistakes in Feature Scaling to reduce repeated errors.,medium,active,performance_summary,"""2026-05-22T10:07:36.000Z""","""2026-05-22T10:07:36.000Z"""
757,96,8,85,87,review_subtopic,Review Classification Metrics because this topic needs more practice (accuracy 17%).,medium,active,performance_summary,"""2026-05-22T10:07:36.000Z""","""2026-05-22T10:07:36.000Z"""
758,96,8,85,87,retry_mistakes,Retry previous mistakes in Classification Metrics to reduce repeated errors.,medium,active,performance_summary,"""2026-05-22T10:07:36.000Z""","""2026-05-22T10:07:36.000Z"""
759,96,8,94,96,retry_mistakes,Retry previous mistakes in Decision Boundaries to reduce repeated errors.,medium,active,performance_summary,"""2026-05-21T16:50:48.000Z""","""2026-05-21T16:50:48.000Z"""
760,96,4,46,47,review_subtopic,Review ACID Properties because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-19T09:17:25.000Z""","""2026-05-19T09:17:25.000Z"""
761,96,4,46,47,retry_mistakes,Retry previous mistakes in ACID Properties to reduce repeated errors.,medium,active,performance_summary,"""2026-05-19T09:17:25.000Z""","""2026-05-19T09:17:25.000Z"""
762,96,4,40,41,review_subtopic,Review SELECT-FROM-WHERE because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-19T09:17:25.000Z""","""2026-05-19T09:17:25.000Z"""
763,96,4,40,41,retry_mistakes,Retry previous mistakes in SELECT-FROM-WHERE to reduce repeated errors.,medium,active,performance_summary,"""2026-05-19T09:17:25.000Z""","""2026-05-19T09:17:25.000Z"""
764,96,4,46,48,review_subtopic,Practice Concurrency Anomalies because your accuracy is 0%.,high,active,performance_summary,"""2026-05-19T09:17:25.000Z""","""2026-05-19T09:17:25.000Z"""
765,96,4,46,48,retry_mistakes,Retry previous mistakes in Concurrency Anomalies to reduce repeated errors.,high,active,performance_summary,"""2026-05-19T09:17:25.000Z""","""2026-05-19T09:17:25.000Z"""
766,96,63,757,758,review_subtopic,Review Set Operations because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-24T16:37:18.000Z""","""2026-05-24T16:37:18.000Z"""
767,96,63,757,758,retry_mistakes,Retry previous mistakes in Set Operations to reduce repeated errors.,medium,active,performance_summary,"""2026-05-24T16:37:18.000Z""","""2026-05-24T16:37:18.000Z"""
768,97,51,610,612,retry_mistakes,Retry previous mistakes in Multiplexing to reduce repeated errors.,medium,active,performance_summary,"""2026-05-25T21:33:49.000Z""","""2026-05-25T21:33:49.000Z"""
769,97,51,610,611,retry_mistakes,Retry previous mistakes in Link Budget to reduce repeated errors.,medium,active,performance_summary,"""2026-05-25T21:33:49.000Z""","""2026-05-25T21:33:49.000Z"""
770,97,51,607,608,retry_mistakes,Retry previous mistakes in SNR to reduce repeated errors.,medium,active,performance_summary,"""2026-05-25T21:33:49.000Z""","""2026-05-25T21:33:49.000Z"""
771,97,51,604,606,retry_mistakes,Retry previous mistakes in Symbol Rate to reduce repeated errors.,medium,active,performance_summary,"""2026-05-25T21:33:49.000Z""","""2026-05-25T21:33:49.000Z"""
772,97,51,601,602,review_subtopic,Review AM Signals because this topic needs more practice (accuracy 25%).,medium,active,performance_summary,"""2026-05-25T21:33:49.000Z""","""2026-05-25T21:33:49.000Z"""
773,97,51,601,602,retry_mistakes,Retry previous mistakes in AM Signals to reduce repeated errors.,medium,active,performance_summary,"""2026-05-25T21:33:49.000Z""","""2026-05-25T21:33:49.000Z"""
774,97,162,2337,2339,review_subtopic,Practice Heat Transfer because your accuracy is 0%.,high,active,performance_summary,"""2026-05-20T10:05:12.000Z""","""2026-05-20T10:05:12.000Z"""
775,97,162,2337,2339,retry_mistakes,Retry previous mistakes in Heat Transfer to reduce repeated errors.,high,active,performance_summary,"""2026-05-20T10:05:12.000Z""","""2026-05-20T10:05:12.000Z"""
776,98,114,1569,1570,review_subtopic,Review Concrete Compression because this topic needs more practice (accuracy 25%).,medium,active,performance_summary,"""2026-06-13T10:03:43.000Z""","""2026-06-13T10:03:43.000Z"""
777,98,114,1569,1570,retry_mistakes,Retry previous mistakes in Concrete Compression to reduce repeated errors.,medium,active,performance_summary,"""2026-06-13T10:03:43.000Z""","""2026-06-13T10:03:43.000Z"""
778,98,114,1581,1583,retry_mistakes,Retry previous mistakes in Stirrup Layout to reduce repeated errors.,medium,active,performance_summary,"""2026-06-13T10:03:43.000Z""","""2026-06-13T10:03:43.000Z"""
779,98,114,1569,1572,review_subtopic,Practice Cracked Section Behavior because your accuracy is 0%.,high,active,performance_summary,"""2026-06-13T10:03:43.000Z""","""2026-06-13T10:03:43.000Z"""
780,98,114,1569,1572,retry_mistakes,Retry previous mistakes in Cracked Section Behavior to reduce repeated errors.,high,active,performance_summary,"""2026-06-13T10:03:43.000Z""","""2026-06-13T10:03:43.000Z"""
781,98,21,247,249,review_subtopic,Practice Method of Sections because your accuracy is 0%.,high,active,performance_summary,"""2026-06-06T16:38:23.000Z""","""2026-06-06T16:38:23.000Z"""
782,98,21,247,249,retry_mistakes,Retry previous mistakes in Method of Sections to reduce repeated errors.,high,active,performance_summary,"""2026-06-06T16:38:23.000Z""","""2026-06-06T16:38:23.000Z"""
783,99,31,361,363,retry_mistakes,Retry previous mistakes in Curvilinear Motion to reduce repeated errors.,medium,active,performance_summary,"""2026-06-12T13:22:15.000Z""","""2026-06-12T13:22:15.000Z"""
784,99,31,364,366,review_subtopic,Review Rigid Body Rotation because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-06-12T13:22:15.000Z""","""2026-06-12T13:22:15.000Z"""
785,99,31,364,366,retry_mistakes,Retry previous mistakes in Rigid Body Rotation to reduce repeated errors.,medium,active,performance_summary,"""2026-06-12T13:22:15.000Z""","""2026-06-12T13:22:15.000Z"""
786,99,31,364,365,review_subtopic,Review Force Balance because this topic needs more practice (accuracy 38%).,medium,active,performance_summary,"""2026-06-08T20:35:13.000Z""","""2026-06-08T20:35:13.000Z"""
787,99,31,364,365,retry_mistakes,Retry previous mistakes in Force Balance to reduce repeated errors.,medium,active,performance_summary,"""2026-06-08T20:35:13.000Z""","""2026-06-08T20:35:13.000Z"""
788,99,31,367,369,retry_mistakes,Retry previous mistakes in Potential Energy to reduce repeated errors.,medium,active,performance_summary,"""2026-06-12T13:22:15.000Z""","""2026-06-12T13:22:15.000Z"""
789,99,31,361,362,retry_mistakes,Retry previous mistakes in Relative Motion to reduce repeated errors.,medium,active,performance_summary,"""2026-06-12T13:22:15.000Z""","""2026-06-12T13:22:15.000Z"""
790,99,15,175,177,review_subtopic,Review Shear Force Diagrams because this topic needs more practice (accuracy 40%).,medium,active,performance_summary,"""2026-06-03T12:51:20.000Z""","""2026-06-03T12:51:20.000Z"""
791,99,15,175,177,retry_mistakes,Retry previous mistakes in Shear Force Diagrams to reduce repeated errors.,medium,active,performance_summary,"""2026-06-03T12:51:20.000Z""","""2026-06-03T12:51:20.000Z"""
792,99,15,172,173,review_subtopic,Review Axial Deformation because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-06-03T12:51:20.000Z""","""2026-06-03T12:51:20.000Z"""
793,99,15,172,173,retry_mistakes,Retry previous mistakes in Axial Deformation to reduce repeated errors.,medium,active,performance_summary,"""2026-06-03T12:51:20.000Z""","""2026-06-03T12:51:20.000Z"""
794,99,15,178,180,retry_mistakes,Retry previous mistakes in Beam Deflection to reduce repeated errors.,medium,active,performance_summary,"""2026-05-14T18:50:19.000Z""","""2026-05-14T18:50:19.000Z"""
795,99,15,175,176,retry_mistakes,Retry previous mistakes in Bending Stress to reduce repeated errors.,medium,active,performance_summary,"""2026-06-03T12:51:20.000Z""","""2026-06-03T12:51:20.000Z"""
796,99,153,2201,2203,review_subtopic,Practice Chromatography because your accuracy is 0%.,high,active,performance_summary,"""2026-06-12T11:56:39.000Z""","""2026-06-12T11:56:39.000Z"""
797,99,153,2201,2203,retry_mistakes,Retry previous mistakes in Chromatography to reduce repeated errors.,high,active,performance_summary,"""2026-06-12T11:56:39.000Z""","""2026-06-12T11:56:39.000Z"""
798,100,83,1085,1088,retry_mistakes,Retry previous mistakes in System Call Tracing to reduce repeated errors.,medium,active,performance_summary,"""2026-06-04T20:09:36.000Z""","""2026-06-04T20:09:36.000Z"""
799,100,83,1073,1074,retry_mistakes,Retry previous mistakes in Pointers to reduce repeated errors.,medium,active,performance_summary,"""2026-06-04T20:09:36.000Z""","""2026-06-04T20:09:36.000Z"""
800,100,83,1081,1082,review_subtopic,Review fork and exec because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-06-04T20:09:36.000Z""","""2026-06-04T20:09:36.000Z"""
