question_id,image_required,reason,old_template,title
1081,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Software Project Management - critical path
1084,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Software Project Management - critical path
1087,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Software Project Management - critical path
1090,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Software Project Management - critical path
1093,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Software Project Management - critical path
1096,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Software Project Management - critical path
1139,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Seminar - concept discrimination 3
1147,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Seminar - threat validity
1150,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Seminar - threat validity
1151,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Seminar - baseline
1153,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Seminar - threat validity
1156,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Seminar - threat validity
1159,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Seminar - threat validity
1163,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Seminar - confidence interval
1172,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Advanced English B - concept discrimination 4
1184,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Advanced English - inference
1193,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Advanced English - abstract structure
1195,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Advanced English - abstract structure
1196,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Advanced English - paraphrase edge
1197,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Advanced English - abstract structure
1199,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Advanced English - abstract structure
1204,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,General Studies Course - concept discrimination 4
1211,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,General Course - decision matrix
1214,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,General Course - decision matrix
1216,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,General Course - counterexample
1217,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,General Course - decision matrix
1220,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,General Course - decision matrix
1223,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,General Course - decision matrix
1228,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,General Course - reflection evidence
1259,False,removed_data_only_or_non_structural_visual_v5,augmented_matrix,Linear Algebra - Notation edge-case analysis
1260,False,theory_or_conceptual_question_without_explicit_visual_components,generic_concept,Linear Algebra - Functions conceptual distinctions
1261,False,removed_data_only_or_non_structural_visual_v5,determinant,Linear Algebra - Functions worked calculation
1262,False,removed_data_only_or_non_structural_visual_v5,augmented_matrix,Linear Algebra - Functions edge-case analysis
1263,False,theory_or_conceptual_question_without_explicit_visual_components,generic_concept,Linear Algebra - Equations conceptual distinctions
1264,False,removed_data_only_or_non_structural_visual_v5,determinant,Linear Algebra - Equations worked calculation
1265,False,removed_data_only_or_non_structural_visual_v5,augmented_matrix,Linear Algebra - Equations edge-case analysis
1266,False,theory_or_conceptual_question_without_explicit_visual_components,generic_concept,Linear Algebra - Transformations conceptual distinctions
1267,False,removed_data_only_or_non_structural_visual_v5,determinant,Linear Algebra - Transformations worked calculation
1268,False,removed_data_only_or_non_structural_visual_v5,augmented_matrix,Linear Algebra - Transformations edge-case analysis
1270,False,removed_data_only_or_non_structural_visual_v5,determinant,Linear Algebra - Modeling worked calculation
1271,False,removed_data_only_or_non_structural_visual_v5,augmented_matrix,Linear Algebra - Modeling edge-case analysis
1272,False,theory_or_conceptual_question_without_explicit_visual_components,generic_concept,Linear Algebra - Interpretation conceptual distinctions
1273,False,removed_data_only_or_non_structural_visual_v5,determinant,Linear Algebra - Interpretation worked calculation
1274,False,removed_data_only_or_non_structural_visual_v5,augmented_matrix,Linear Algebra - Interpretation edge-case analysis
1277,False,removed_data_only_or_non_structural_visual_v5,augmented_matrix,Linear Algebra - Proof Steps edge-case analysis
1278,False,theory_or_conceptual_question_without_explicit_visual_components,generic_concept,Linear Algebra - Checking Results conceptual distinctions
1279,False,removed_data_only_or_non_structural_visual_v5,determinant,Linear Algebra - Checking Results worked calculation
1280,False,removed_data_only_or_non_structural_visual_v5,augmented_matrix,Linear Algebra - Checking Results edge-case analysis
1281,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Engineering Mechanics - Free Body Diagrams conceptual distinctions
1323,False,removed_empty_or_unsupported_visual_template,automaton,Computer Programming - Algorithms conceptual distinctions
1329,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Probability and Statistics - Sample Spaces conceptual distinctions
1330,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - Sample Spaces worked calculation
1331,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - Sample Spaces edge-case analysis
1333,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - Conditional Probability worked calculation
1334,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - Conditional Probability edge-case analysis
1336,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - Discrete Variables worked calculation
1337,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - Discrete Variables edge-case analysis
1339,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - Continuous Variables worked calculation
1340,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - Continuous Variables edge-case analysis
1342,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - Binomial Distribution worked calculation
1343,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - Binomial Distribution edge-case analysis
1344,False,removed_empty_or_unsupported_visual_template,distribution,Introduction to Probability and Statistics - Normal Distribution conceptual distinctions
1345,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - Normal Distribution worked calculation
1346,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - Normal Distribution edge-case analysis
1372,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Chemistry - Concentration worked calculation
1375,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Chemistry - Acid Base Reactions worked calculation
1386,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Materials - Phase Diagrams conceptual distinctions
1388,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Materials - Phase Diagrams edge-case analysis
1401,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Projection Methods conceptual distinctions
1402,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Projection Methods worked calculation
1403,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Projection Methods edge-case analysis
1404,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Dimensioning conceptual distinctions
1405,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Dimensioning worked calculation
1406,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Dimensioning edge-case analysis
1407,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Sketching Tools conceptual distinctions
1408,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Sketching Tools worked calculation
1409,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Sketching Tools edge-case analysis
1410,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Constraints conceptual distinctions
1411,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Constraints worked calculation
1412,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Constraints edge-case analysis
1413,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Extrusion conceptual distinctions
1414,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Extrusion worked calculation
1415,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Extrusion edge-case analysis
1416,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Assemblies conceptual distinctions
1417,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Assemblies worked calculation
1418,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Assemblies edge-case analysis
1419,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Drawing Standards conceptual distinctions
1420,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Drawing Standards worked calculation
1421,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Drawing Standards edge-case analysis
1422,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Bill of Materials conceptual distinctions
1423,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Bill of Materials worked calculation
1424,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Bill of Materials edge-case analysis
1425,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Strength of Materials 1 - Free Body Diagrams conceptual distinctions
1426,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Strength of Materials 1 - Free Body Diagrams worked calculation
1427,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Strength of Materials 1 - Free Body Diagrams edge-case analysis
1440,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Strength of Materials 1 - Deflection conceptual distinctions
1441,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Strength of Materials 1 - Deflection worked calculation
1442,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Strength of Materials 1 - Deflection edge-case analysis
1449,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Calculus 2 - Substitution conceptual distinctions
1450,False,removed_data_only_or_non_structural_visual_v5,integral,Calculus 2 - Substitution worked calculation
1451,False,removed_data_only_or_non_structural_visual_v5,integral,Calculus 2 - Substitution edge-case analysis
1474,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Motion in One Dimension worked calculation
1475,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Motion in One Dimension edge-case analysis
1479,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Physics 1 - Forces conceptual distinctions
1480,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Forces worked calculation
1481,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Forces edge-case analysis
1482,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Physics 1 - Free Body Diagrams conceptual distinctions
1483,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Free Body Diagrams worked calculation
1484,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Free Body Diagrams edge-case analysis
1485,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Physics 1 - Kinetic Energy conceptual distinctions
1486,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Kinetic Energy worked calculation
1487,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Kinetic Energy edge-case analysis
1488,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Physics 1 - Conservation of Energy conceptual distinctions
1489,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Conservation of Energy worked calculation
1490,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Conservation of Energy edge-case analysis
1491,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Physics 1 - Linear Momentum conceptual distinctions
1492,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Linear Momentum worked calculation
1493,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Linear Momentum edge-case analysis
1494,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Physics 1 - Torque conceptual distinctions
1495,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Torque worked calculation
1496,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Torque edge-case analysis
1542,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Surveying Theory 1 - Core Models conceptual distinctions
1544,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Surveying Theory 1 - Core Models edge-case analysis
1545,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Surveying Theory 1 - Workflow Stages conceptual distinctions
1547,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Surveying Theory 1 - Workflow Stages edge-case analysis
1548,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Surveying Theory 1 - Assumptions and Limitations conceptual distinctions
1550,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Surveying Theory 1 - Assumptions and Limitations edge-case analysis
1551,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Surveying Theory 1 - Exercise Analysis conceptual distinctions
1553,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Surveying Theory 1 - Exercise Analysis edge-case analysis
1554,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Surveying Theory 1 - Choosing the Appropriate Method conceptual distinctions
1556,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Surveying Theory 1 - Choosing the Appropriate Method edge-case analysis
1557,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Surveying Theory 1 - Scenario-Based Application conceptual distinctions
1559,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Surveying Theory 1 - Scenario-Based Application edge-case analysis
1579,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Computer Applications in Civil Engineering - Core Models worked calculation
1581,False,removed_empty_or_unsupported_visual_template,automaton,Computer Applications in Civil Engineering - Workflow Stages conceptual distinctions
1596,False,removed_empty_or_unsupported_visual_template,automaton,Computer Applications in Civil Engineering - Correctness Checking conceptual distinctions
1597,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Computer Applications in Civil Engineering - Correctness Checking worked calculation
1598,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Computer Applications in Civil Engineering - Correctness Checking edge-case analysis
1630,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - series/parallel resistor alignment
1631,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - Coulomb Law edge-case analysis
1633,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - series/parallel resistor alignment
1634,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - Electric Potential edge-case analysis
1635,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Physics 2 - Ohm Law conceptual distinctions
1636,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - series/parallel resistor alignment
1637,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - Ohm Law edge-case analysis
1638,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Physics 2 - RC Circuits conceptual distinctions
1639,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - series/parallel resistor alignment
1640,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - RC Circuits edge-case analysis
1642,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - series/parallel resistor alignment
1643,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - Magnetic Force edge-case analysis
1645,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - series/parallel resistor alignment
1646,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - Induction edge-case analysis
1648,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - series/parallel resistor alignment
1649,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - Wave Properties edge-case analysis
1651,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - series/parallel resistor alignment
1652,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 2 - Interference edge-case analysis
1654,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English 2 - Basic Terminology worked calculation
1657,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English 2 - Core Principles worked calculation
1660,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English 2 - Goals and Use Cases worked calculation
1662,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Advanced English 2 - Core Models conceptual distinctions
1663,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English 2 - Core Models worked calculation
1664,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Advanced English 2 - Core Models edge-case analysis
1666,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English 2 - Workflow Stages worked calculation
1669,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English 2 - Assumptions and Limitations worked calculation
1672,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English 2 - Exercise Analysis worked calculation
1675,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English 2 - Choosing the Appropriate Method worked calculation
1678,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English 2 - Scenario-Based Application worked calculation
1681,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English 2 - Correctness Checking worked calculation
1684,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English 2 - Comparing Alternatives worked calculation
1687,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English 2 - Common Mistakes and Edge Cases worked calculation
1691,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Engineering Geology - Basic Terminology edge-case analysis
1694,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Engineering Geology - Core Principles edge-case analysis
1697,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Engineering Geology - Goals and Use Cases edge-case analysis
1700,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Engineering Geology - Core Models edge-case analysis
1703,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Engineering Geology - Workflow Stages edge-case analysis
1706,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Engineering Geology - Assumptions and Limitations edge-case analysis
1709,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Engineering Geology - Exercise Analysis edge-case analysis
1712,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Engineering Geology - Choosing the Appropriate Method edge-case analysis
1715,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Engineering Geology - Scenario-Based Application edge-case analysis
1718,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Engineering Geology - Correctness Checking edge-case analysis
1721,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Engineering Geology - Comparing Alternatives edge-case analysis
1724,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Engineering Geology - Common Mistakes and Edge Cases edge-case analysis
1740,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Strength of Materials 2 - Assumptions and Limitations conceptual distinctions
1741,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Strength of Materials 2 - Assumptions and Limitations worked calculation
1742,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Strength of Materials 2 - Assumptions and Limitations edge-case analysis
1746,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Strength of Materials 2 - Choosing the Appropriate Method conceptual distinctions
1747,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Strength of Materials 2 - Choosing the Appropriate Method worked calculation
1748,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Strength of Materials 2 - Choosing the Appropriate Method edge-case analysis
1749,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Strength of Materials 2 - Scenario-Based Application conceptual distinctions
1750,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Strength of Materials 2 - Scenario-Based Application worked calculation
1751,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Strength of Materials 2 - Scenario-Based Application edge-case analysis
1806,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Surveying Theory 2 - Core Models conceptual distinctions
1808,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Surveying Theory 2 - Core Models edge-case analysis
1809,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Surveying Theory 2 - Workflow Stages conceptual distinctions
1811,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Surveying Theory 2 - Workflow Stages edge-case analysis
1812,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Surveying Theory 2 - Assumptions and Limitations conceptual distinctions
1814,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Surveying Theory 2 - Assumptions and Limitations edge-case analysis
1815,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Surveying Theory 2 - Exercise Analysis conceptual distinctions
1817,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Surveying Theory 2 - Exercise Analysis edge-case analysis
1818,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Surveying Theory 2 - Choosing the Appropriate Method conceptual distinctions
1820,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Surveying Theory 2 - Choosing the Appropriate Method edge-case analysis
1821,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Surveying Theory 2 - Scenario-Based Application conceptual distinctions
1823,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Surveying Theory 2 - Scenario-Based Application edge-case analysis
1857,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Soil Mechanics 1 - Free Body Diagrams conceptual distinctions
1859,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Soil Mechanics 1 - Free Body Diagrams edge-case analysis
1881,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Structural Statics 1 - Free Body Diagrams conceptual distinctions
1893,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Structural Statics 1 - Loads conceptual distinctions
1896,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Structural Statics 1 - Deflection conceptual distinctions
1915,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Fluid Mechanics 1 - Core Models worked calculation
1932,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Fluid Mechanics 1 - Correctness Checking conceptual distinctions
1933,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Fluid Mechanics 1 - Correctness Checking worked calculation
1934,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Fluid Mechanics 1 - Correctness Checking edge-case analysis
1935,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Fluid Mechanics 1 - Comparing Alternatives conceptual distinctions
1936,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Fluid Mechanics 1 - Comparing Alternatives worked calculation
1937,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Fluid Mechanics 1 - Comparing Alternatives edge-case analysis
1938,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Fluid Mechanics 1 - Common Mistakes and Edge Cases conceptual distinctions
1939,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Fluid Mechanics 1 - Common Mistakes and Edge Cases worked calculation
1940,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Fluid Mechanics 1 - Common Mistakes and Edge Cases edge-case analysis
1942,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Engineering Economics for Civil Engineering - Basic Terminology worked calculation
1945,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Engineering Economics for Civil Engineering - Core Principles worked calculation
1947,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Engineering Economics for Civil Engineering - Goals and Use Cases conceptual distinctions
1948,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Engineering Economics for Civil Engineering - Goals and Use Cases worked calculation
1949,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Engineering Economics for Civil Engineering - Goals and Use Cases edge-case analysis
2051,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Construction Management - concept check 3
2059,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Construction Management - applied calculation 3
2067,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Construction Management - applied calculation 11
2075,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Construction Management - edge case design check 3
2113,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics 2 - concept check 1
2114,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics 2 - concept check 2
2115,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics 2 - concept check 3
2116,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics 2 - concept check 4
2117,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics 2 - concept check 5
2118,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics 2 - concept check 6
2119,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics 2 - concept check 7
2120,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics 2 - concept check 8
2121,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics 2 - applied calculation 1
2122,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics 2 - applied calculation 2
2123,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics 2 - applied calculation 3
2124,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics 2 - applied calculation 4
2125,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics 2 - applied calculation 5
2126,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics 2 - applied calculation 6
2127,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics 2 - applied calculation 7
2128,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics 2 - applied calculation 8
2129,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics 2 - applied calculation 9
2130,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics 2 - applied calculation 10
2131,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics 2 - applied calculation 11
