id,user_id,course_id,topic_id,subtopic_id,session_type,status,total_questions,answered_count,correct_count,earned_score,total_max_score,started_at,completed_at,created_at,updated_at
306,101,230,3425,,mistakes,completed,8,8,4,7,15,"""2026-04-30T09:22:56.000Z""","""2026-04-30T09:32:56.000Z""","""2026-04-30T09:22:56.000Z""","""2026-04-30T09:32:56.000Z"""
307,101,56,670,,mistakes,completed,8,8,5,11,18,"""2026-06-05T13:18:22.000Z""","""2026-06-05T13:39:22.000Z""","""2026-06-05T13:18:22.000Z""","""2026-06-05T13:39:22.000Z"""
308,102,153,2193,,topic,completed,10,10,9,18,21,"""2026-05-17T13:50:22.000Z""","""2026-05-17T13:58:22.000Z""","""2026-05-17T13:50:22.000Z""","""2026-05-17T13:58:22.000Z"""
309,102,44,523,,mistakes,completed,9,9,7,12,17,"""2026-05-14T07:42:02.000Z""","""2026-05-14T08:01:02.000Z""","""2026-05-14T07:42:02.000Z""","""2026-05-14T08:01:02.000Z"""
310,102,183,2681,,weak_area,completed,6,6,4,9,15,"""2026-05-13T08:33:05.000Z""","""2026-05-13T08:43:05.000Z""","""2026-05-13T08:33:05.000Z""","""2026-05-13T08:43:05.000Z"""
311,102,172,2505,,mistakes,completed,10,10,6,12,19,"""2026-06-01T16:25:19.000Z""","""2026-06-01T16:50:19.000Z""","""2026-06-01T16:25:19.000Z""","""2026-06-01T16:50:19.000Z"""
312,102,60,715,,mixed,completed,6,6,2,3,10,"""2026-06-07T17:44:07.000Z""","""2026-06-07T18:06:07.000Z""","""2026-06-07T17:44:07.000Z""","""2026-06-07T18:06:07.000Z"""
313,102,73,913,,topic,completed,9,9,6,7,13,"""2026-05-28T17:32:48.000Z""","""2026-05-28T17:42:48.000Z""","""2026-05-28T17:32:48.000Z""","""2026-05-28T17:42:48.000Z"""
314,103,6,64,,weak_area,completed,10,10,9,18,21,"""2026-06-01T14:29:32.000Z""","""2026-06-01T14:43:32.000Z""","""2026-06-01T14:29:32.000Z""","""2026-06-01T14:43:32.000Z"""
315,103,82,1057,,mistakes,completed,8,8,6,14,19,"""2026-05-30T10:58:16.000Z""","""2026-05-30T11:22:16.000Z""","""2026-05-30T10:58:16.000Z""","""2026-05-30T11:22:16.000Z"""
316,103,82,1069,,mixed,completed,8,8,8,19,19,"""2026-05-08T16:37:42.000Z""","""2026-05-08T16:55:42.000Z""","""2026-05-08T16:37:42.000Z""","""2026-05-08T16:55:42.000Z"""
317,103,82,1061,,mixed,completed,8,8,8,14,14,"""2026-05-06T10:17:27.000Z""","""2026-05-06T10:31:27.000Z""","""2026-05-06T10:17:27.000Z""","""2026-05-06T10:31:27.000Z"""
318,104,63,753,,weak_area,completed,7,7,2,4,13,"""2026-05-06T17:11:55.000Z""","""2026-05-06T17:30:55.000Z""","""2026-05-06T17:11:55.000Z""","""2026-05-06T17:30:55.000Z"""
319,104,27,319,,topic,completed,9,9,1,2,18,"""2026-05-24T19:01:56.000Z""","""2026-05-24T19:12:56.000Z""","""2026-05-24T19:01:56.000Z""","""2026-05-24T19:12:56.000Z"""
320,104,27,316,,mixed,completed,7,7,2,3,14,"""2026-05-26T14:27:34.000Z""","""2026-05-26T14:42:34.000Z""","""2026-05-26T14:27:34.000Z""","""2026-05-26T14:42:34.000Z"""
321,104,164,2369,,weak_area,completed,10,10,2,4,20,"""2026-06-09T17:47:36.000Z""","""2026-06-09T18:01:36.000Z""","""2026-06-09T17:47:36.000Z""","""2026-06-09T18:01:36.000Z"""
322,104,130,1837,,mixed,completed,10,10,1,3,23,"""2026-05-12T14:02:58.000Z""","""2026-05-12T14:17:58.000Z""","""2026-05-12T14:02:58.000Z""","""2026-05-12T14:17:58.000Z"""
323,105,104,1413,,mistakes,completed,8,8,4,7,15,"""2026-06-03T20:10:49.000Z""","""2026-06-03T20:27:49.000Z""","""2026-06-03T20:10:49.000Z""","""2026-06-03T20:27:49.000Z"""
324,105,167,2417,,mixed,completed,7,7,4,7,12,"""2026-06-04T07:52:07.000Z""","""2026-06-04T08:10:07.000Z""","""2026-06-04T07:52:07.000Z""","""2026-06-04T08:10:07.000Z"""
325,105,169,2453,,mixed,completed,6,6,3,5,11,"""2026-05-28T12:54:43.000Z""","""2026-05-28T13:08:43.000Z""","""2026-05-28T12:54:43.000Z""","""2026-05-28T13:08:43.000Z"""
326,105,169,2449,,mixed,completed,8,8,4,9,16,"""2026-05-12T12:58:05.000Z""","""2026-05-12T13:08:05.000Z""","""2026-05-12T12:58:05.000Z""","""2026-05-12T13:08:05.000Z"""
327,106,192,2817,,weak_area,completed,9,9,3,6,21,"""2026-06-14T12:04:00.000Z""","""2026-06-14T12:25:00.000Z""","""2026-06-14T12:04:00.000Z""","""2026-06-14T12:25:00.000Z"""
328,106,192,2829,,mixed,completed,7,7,4,9,14,"""2026-06-15T17:43:42.000Z""","""2026-06-15T18:00:42.000Z""","""2026-06-15T17:43:42.000Z""","""2026-06-15T18:00:42.000Z"""
329,106,192,2825,,topic,completed,7,7,2,4,13,"""2026-06-16T12:44:01.000Z""","""2026-06-16T12:53:01.000Z""","""2026-06-16T12:44:01.000Z""","""2026-06-16T12:53:01.000Z"""
330,106,134,1897,,mistakes,completed,7,7,6,9,10,"""2026-06-17T16:52:10.000Z""","""2026-06-17T17:07:10.000Z""","""2026-06-17T16:52:10.000Z""","""2026-06-17T17:07:10.000Z"""
331,107,13,145,,mixed,completed,7,7,5,10,14,"""2026-06-08T17:26:25.000Z""","""2026-06-08T17:44:25.000Z""","""2026-06-08T17:26:25.000Z""","""2026-06-08T17:44:25.000Z"""
332,107,32,376,,weak_area,completed,6,6,4,8,14,"""2026-04-28T14:39:30.000Z""","""2026-04-28T14:57:30.000Z""","""2026-04-28T14:39:30.000Z""","""2026-04-28T14:57:30.000Z"""
333,107,85,1113,,topic,completed,8,8,6,11,16,"""2026-05-07T15:36:46.000Z""","""2026-05-07T15:53:46.000Z""","""2026-05-07T15:36:46.000Z""","""2026-05-07T15:53:46.000Z"""
334,107,8,91,,mistakes,completed,9,9,7,12,15,"""2026-06-09T09:04:57.000Z""","""2026-06-09T09:12:57.000Z""","""2026-06-09T09:04:57.000Z""","""2026-06-09T09:12:57.000Z"""
335,107,13,145,,mixed,completed,6,6,5,11,13,"""2026-06-03T09:19:40.000Z""","""2026-06-03T09:38:40.000Z""","""2026-06-03T09:19:40.000Z""","""2026-06-03T09:38:40.000Z"""
336,108,232,3461,,weak_area,completed,9,9,3,5,17,"""2026-05-01T14:09:18.000Z""","""2026-05-01T14:28:18.000Z""","""2026-05-01T14:09:18.000Z""","""2026-05-01T14:28:18.000Z"""
337,108,111,1529,,mixed,completed,7,7,2,3,14,"""2026-05-23T16:21:30.000Z""","""2026-05-23T16:34:30.000Z""","""2026-05-23T16:21:30.000Z""","""2026-05-23T16:34:30.000Z"""
338,108,28,328,,weak_area,completed,8,8,6,13,17,"""2026-05-30T20:22:35.000Z""","""2026-05-30T20:41:35.000Z""","""2026-05-30T20:22:35.000Z""","""2026-05-30T20:41:35.000Z"""
339,108,68,841,,mixed,completed,8,8,6,8,14,"""2026-05-22T14:59:23.000Z""","""2026-05-22T15:22:23.000Z""","""2026-05-22T14:59:23.000Z""","""2026-05-22T15:22:23.000Z"""
340,108,154,2217,,mistakes,completed,9,9,8,15,17,"""2026-06-04T13:55:17.000Z""","""2026-06-04T14:04:17.000Z""","""2026-06-04T13:55:17.000Z""","""2026-06-04T14:04:17.000Z"""
341,108,16,181,,mixed,completed,9,9,8,14,17,"""2026-04-29T18:44:30.000Z""","""2026-04-29T19:07:30.000Z""","""2026-04-29T18:44:30.000Z""","""2026-04-29T19:07:30.000Z"""
342,109,208,3085,,topic,completed,7,7,5,9,12,"""2026-06-06T09:37:21.000Z""","""2026-06-06T09:51:21.000Z""","""2026-06-06T09:37:21.000Z""","""2026-06-06T09:51:21.000Z"""
343,109,84,1101,,weak_area,completed,6,6,4,10,13,"""2026-05-01T17:26:07.000Z""","""2026-05-01T17:51:07.000Z""","""2026-05-01T17:26:07.000Z""","""2026-05-01T17:51:07.000Z"""
344,109,66,805,,mistakes,completed,10,10,8,16,20,"""2026-05-05T13:05:18.000Z""","""2026-05-05T13:18:18.000Z""","""2026-05-05T13:05:18.000Z""","""2026-05-05T13:18:18.000Z"""
345,109,60,709,,topic,completed,7,7,6,11,13,"""2026-05-06T15:27:57.000Z""","""2026-05-06T15:43:57.000Z""","""2026-05-06T15:27:57.000Z""","""2026-05-06T15:43:57.000Z"""
346,109,65,785,,weak_area,completed,9,9,9,19,19,"""2026-06-07T21:29:48.000Z""","""2026-06-07T21:44:48.000Z""","""2026-06-07T21:29:48.000Z""","""2026-06-07T21:44:48.000Z"""
347,110,51,610,,weak_area,completed,6,6,6,15,15,"""2026-06-08T08:40:01.000Z""","""2026-06-08T08:50:01.000Z""","""2026-06-08T08:40:01.000Z""","""2026-06-08T08:50:01.000Z"""
348,110,71,893,,topic,completed,9,9,6,10,17,"""2026-05-24T09:22:37.000Z""","""2026-05-24T09:37:37.000Z""","""2026-05-24T09:22:37.000Z""","""2026-05-24T09:37:37.000Z"""
349,110,65,785,,weak_area,completed,8,8,3,5,14,"""2026-06-12T20:36:37.000Z""","""2026-06-12T20:44:37.000Z""","""2026-06-12T20:36:37.000Z""","""2026-06-12T20:44:37.000Z"""
350,110,51,607,,mixed,completed,7,7,5,9,13,"""2026-05-04T12:42:32.000Z""","""2026-05-04T12:52:32.000Z""","""2026-05-04T12:42:32.000Z""","""2026-05-04T12:52:32.000Z"""
351,111,58,688,,weak_area,completed,7,7,2,2,15,"""2026-05-21T10:15:55.000Z""","""2026-05-21T10:26:55.000Z""","""2026-05-21T10:15:55.000Z""","""2026-05-21T10:26:55.000Z"""
352,111,58,685,,weak_area,completed,9,9,4,8,19,"""2026-05-09T19:24:39.000Z""","""2026-05-09T19:42:39.000Z""","""2026-05-09T19:24:39.000Z""","""2026-05-09T19:42:39.000Z"""
353,111,94,1261,,topic,completed,7,7,6,9,11,"""2026-06-05T16:57:29.000Z""","""2026-06-05T17:08:29.000Z""","""2026-06-05T16:57:29.000Z""","""2026-06-05T17:08:29.000Z"""
354,111,153,2197,,weak_area,completed,8,8,5,9,14,"""2026-05-23T09:29:30.000Z""","""2026-05-23T09:45:30.000Z""","""2026-05-23T09:29:30.000Z""","""2026-05-23T09:45:30.000Z"""
355,111,17,199,,mistakes,completed,10,10,4,8,22,"""2026-05-04T14:58:55.000Z""","""2026-05-04T15:11:55.000Z""","""2026-05-04T14:58:55.000Z""","""2026-05-04T15:11:55.000Z"""
356,112,172,2497,,topic,completed,10,10,9,18,21,"""2026-04-30T10:52:26.000Z""","""2026-04-30T11:12:26.000Z""","""2026-04-30T10:52:26.000Z""","""2026-04-30T11:12:26.000Z"""
357,112,120,1669,,topic,completed,10,10,9,18,20,"""2026-05-28T15:04:17.000Z""","""2026-05-28T15:20:17.000Z""","""2026-05-28T15:04:17.000Z""","""2026-05-28T15:20:17.000Z"""
358,112,23,274,,mistakes,completed,7,7,5,10,15,"""2026-05-30T13:04:56.000Z""","""2026-05-30T13:15:56.000Z""","""2026-05-30T13:04:56.000Z""","""2026-05-30T13:15:56.000Z"""
359,112,95,1277,,mistakes,completed,9,9,7,15,20,"""2026-04-28T19:27:34.000Z""","""2026-04-28T19:47:34.000Z""","""2026-04-28T19:27:34.000Z""","""2026-04-28T19:47:34.000Z"""
360,112,156,2241,,mistakes,completed,9,9,7,12,18,"""2026-05-20T11:09:31.000Z""","""2026-05-20T11:21:31.000Z""","""2026-05-20T11:09:31.000Z""","""2026-05-20T11:21:31.000Z"""
361,113,64,773,,mixed,completed,6,6,3,5,13,"""2026-05-08T17:52:29.000Z""","""2026-05-08T18:01:29.000Z""","""2026-05-08T17:52:29.000Z""","""2026-05-08T18:01:29.000Z"""
362,113,190,2797,,topic,completed,10,10,5,10,22,"""2026-05-16T14:29:24.000Z""","""2026-05-16T14:52:24.000Z""","""2026-05-16T14:29:24.000Z""","""2026-05-16T14:52:24.000Z"""
363,113,72,897,,mistakes,completed,8,8,3,5,15,"""2026-05-10T13:56:33.000Z""","""2026-05-10T14:21:33.000Z""","""2026-05-10T13:56:33.000Z""","""2026-05-10T14:21:33.000Z"""
364,113,72,901,,weak_area,completed,10,10,5,7,19,"""2026-04-29T14:37:39.000Z""","""2026-04-29T14:45:39.000Z""","""2026-04-29T14:37:39.000Z""","""2026-04-29T14:45:39.000Z"""
365,113,129,1809,,weak_area,completed,9,9,2,3,19,"""2026-05-12T08:53:32.000Z""","""2026-05-12T09:16:32.000Z""","""2026-05-12T08:53:32.000Z""","""2026-05-12T09:16:32.000Z"""
366,113,7,79,,weak_area,completed,10,10,5,8,19,"""2026-06-10T17:31:03.000Z""","""2026-06-10T17:40:03.000Z""","""2026-06-10T17:31:03.000Z""","""2026-06-10T17:40:03.000Z"""
367,114,84,1101,,topic,completed,6,6,3,6,14,"""2026-06-10T12:16:03.000Z""","""2026-06-10T12:41:03.000Z""","""2026-06-10T12:16:03.000Z""","""2026-06-10T12:41:03.000Z"""
368,114,206,3041,,mistakes,completed,7,7,5,11,17,"""2026-05-26T17:43:58.000Z""","""2026-05-26T18:07:58.000Z""","""2026-05-26T17:43:58.000Z""","""2026-05-26T18:07:58.000Z"""
369,114,232,3461,,mistakes,completed,7,7,6,10,12,"""2026-05-04T13:18:18.000Z""","""2026-05-04T13:31:18.000Z""","""2026-05-04T13:18:18.000Z""","""2026-05-04T13:31:18.000Z"""
370,114,40,478,,mistakes,completed,6,6,3,7,13,"""2026-06-04T18:01:36.000Z""","""2026-06-04T18:13:36.000Z""","""2026-06-04T18:01:36.000Z""","""2026-06-04T18:13:36.000Z"""
371,114,84,1093,,mistakes,completed,8,8,1,2,18,"""2026-05-04T11:19:29.000Z""","""2026-05-04T11:33:29.000Z""","""2026-05-04T11:19:29.000Z""","""2026-05-04T11:33:29.000Z"""
372,114,84,1097,,mistakes,completed,10,10,2,3,21,"""2026-05-14T12:15:17.000Z""","""2026-05-14T12:24:17.000Z""","""2026-05-14T12:15:17.000Z""","""2026-05-14T12:24:17.000Z"""
373,115,131,1849,,mistakes,completed,6,6,2,3,11,"""2026-05-27T09:16:21.000Z""","""2026-05-27T09:34:21.000Z""","""2026-05-27T09:16:21.000Z""","""2026-05-27T09:34:21.000Z"""
374,115,156,2249,,mixed,completed,10,10,6,9,20,"""2026-04-30T18:27:49.000Z""","""2026-04-30T18:37:49.000Z""","""2026-04-30T18:27:49.000Z""","""2026-04-30T18:37:49.000Z"""
375,115,61,725,,mistakes,completed,10,10,4,5,16,"""2026-05-08T16:39:30.000Z""","""2026-05-08T17:04:30.000Z""","""2026-05-08T16:39:30.000Z""","""2026-05-08T17:04:30.000Z"""
376,115,51,601,,weak_area,completed,8,8,4,6,15,"""2026-05-20T09:43:42.000Z""","""2026-05-20T09:57:42.000Z""","""2026-05-20T09:43:42.000Z""","""2026-05-20T09:57:42.000Z"""
377,116,67,825,,topic,completed,8,8,3,7,18,"""2026-05-27T20:34:14.000Z""","""2026-05-27T20:48:14.000Z""","""2026-05-27T20:34:14.000Z""","""2026-05-27T20:48:14.000Z"""
378,116,107,1465,,mixed,completed,7,7,2,4,15,"""2026-05-15T17:30:57.000Z""","""2026-05-15T17:48:57.000Z""","""2026-05-15T17:30:57.000Z""","""2026-05-15T17:48:57.000Z"""
379,116,102,1377,,mixed,completed,10,10,4,9,21,"""2026-05-23T16:28:16.000Z""","""2026-05-23T16:47:16.000Z""","""2026-05-23T16:28:16.000Z""","""2026-05-23T16:47:16.000Z"""
380,116,97,1309,,weak_area,completed,7,7,2,4,13,"""2026-05-17T20:26:33.000Z""","""2026-05-17T20:51:33.000Z""","""2026-05-17T20:26:33.000Z""","""2026-05-17T20:51:33.000Z"""
381,116,125,1745,,topic,completed,10,10,4,9,19,"""2026-06-09T18:12:44.000Z""","""2026-06-09T18:23:44.000Z""","""2026-06-09T18:12:44.000Z""","""2026-06-09T18:23:44.000Z"""
382,117,105,1433,,weak_area,completed,10,10,4,5,18,"""2026-06-02T15:27:44.000Z""","""2026-06-02T15:38:44.000Z""","""2026-06-02T15:27:44.000Z""","""2026-06-02T15:38:44.000Z"""
383,117,205,3033,,mixed,completed,10,10,5,9,20,"""2026-06-12T16:55:14.000Z""","""2026-06-12T17:11:14.000Z""","""2026-06-12T16:55:14.000Z""","""2026-06-12T17:11:14.000Z"""
384,117,230,3429,,weak_area,completed,9,9,4,8,18,"""2026-04-29T16:08:53.000Z""","""2026-04-29T16:31:53.000Z""","""2026-04-29T16:08:53.000Z""","""2026-04-29T16:31:53.000Z"""
385,117,60,712,,mistakes,completed,6,6,2,4,9,"""2026-06-06T12:49:46.000Z""","""2026-06-06T13:11:46.000Z""","""2026-06-06T12:49:46.000Z""","""2026-06-06T13:11:46.000Z"""
386,117,141,2005,,mixed,completed,7,7,3,5,15,"""2026-05-30T14:34:45.000Z""","""2026-05-30T14:55:45.000Z""","""2026-05-30T14:34:45.000Z""","""2026-05-30T14:55:45.000Z"""
387,118,133,1881,,topic,completed,10,10,3,5,20,"""2026-05-13T10:16:08.000Z""","""2026-05-13T10:35:08.000Z""","""2026-05-13T10:16:08.000Z""","""2026-05-13T10:35:08.000Z"""
388,118,133,1873,,topic,completed,10,10,4,8,21,"""2026-05-01T15:34:39.000Z""","""2026-05-01T15:43:39.000Z""","""2026-05-01T15:34:39.000Z""","""2026-05-01T15:43:39.000Z"""
389,118,65,793,,topic,completed,6,6,4,8,13,"""2026-05-08T12:47:46.000Z""","""2026-05-08T12:56:46.000Z""","""2026-05-08T12:47:46.000Z""","""2026-05-08T12:56:46.000Z"""
390,118,141,2013,,weak_area,completed,8,8,5,9,15,"""2026-05-20T16:55:07.000Z""","""2026-05-20T17:17:07.000Z""","""2026-05-20T16:55:07.000Z""","""2026-05-20T17:17:07.000Z"""
391,118,175,2545,,weak_area,completed,9,9,9,18,18,"""2026-05-23T11:06:05.000Z""","""2026-05-23T11:28:05.000Z""","""2026-05-23T11:06:05.000Z""","""2026-05-23T11:28:05.000Z"""
392,119,57,673,,topic,completed,10,10,9,18,21,"""2026-06-03T15:10:05.000Z""","""2026-06-03T15:24:05.000Z""","""2026-06-03T15:10:05.000Z""","""2026-06-03T15:24:05.000Z"""
393,119,23,265,,mixed,completed,10,10,6,10,21,"""2026-05-21T18:22:37.000Z""","""2026-05-21T18:44:37.000Z""","""2026-05-21T18:22:37.000Z""","""2026-05-21T18:44:37.000Z"""
394,119,154,2213,,mixed,completed,7,7,2,3,13,"""2026-05-19T13:11:40.000Z""","""2026-05-19T13:19:40.000Z""","""2026-05-19T13:11:40.000Z""","""2026-05-19T13:19:40.000Z"""
395,119,159,2293,,topic,completed,7,7,3,6,14,"""2026-05-13T14:05:28.000Z""","""2026-05-13T14:20:28.000Z""","""2026-05-13T14:05:28.000Z""","""2026-05-13T14:20:28.000Z"""
396,120,30,355,,weak_area,completed,8,8,4,8,15,"""2026-05-28T10:28:50.000Z""","""2026-05-28T10:41:50.000Z""","""2026-05-28T10:28:50.000Z""","""2026-05-28T10:41:50.000Z"""
397,120,109,1493,,mistakes,completed,10,10,4,7,21,"""2026-06-01T11:34:49.000Z""","""2026-06-01T11:43:49.000Z""","""2026-06-01T11:34:49.000Z""","""2026-06-01T11:43:49.000Z"""
398,120,159,2289,,topic,completed,6,6,4,6,10,"""2026-04-28T20:06:33.000Z""","""2026-04-28T20:20:33.000Z""","""2026-04-28T20:06:33.000Z""","""2026-04-28T20:20:33.000Z"""
399,120,237,3537,,topic,completed,6,6,3,7,11,"""2026-05-25T10:14:55.000Z""","""2026-05-25T10:31:55.000Z""","""2026-05-25T10:14:55.000Z""","""2026-05-25T10:31:55.000Z"""
400,120,159,2289,,mistakes,completed,10,10,7,13,19,"""2026-05-30T20:24:14.000Z""","""2026-05-30T20:47:14.000Z""","""2026-05-30T20:24:14.000Z""","""2026-05-30T20:47:14.000Z"""
401,121,127,1785,,mixed,completed,7,7,5,7,11,"""2026-06-15T07:48:43.000Z""","""2026-06-15T08:09:43.000Z""","""2026-06-15T07:48:43.000Z""","""2026-06-15T08:09:43.000Z"""
402,121,1,1,,mixed,completed,9,9,5,12,21,"""2026-06-10T17:13:10.000Z""","""2026-06-10T17:32:10.000Z""","""2026-06-10T17:13:10.000Z""","""2026-06-10T17:32:10.000Z"""
403,121,20,232,,mixed,completed,6,6,2,3,13,"""2026-05-18T09:02:09.000Z""","""2026-05-18T09:12:09.000Z""","""2026-05-18T09:02:09.000Z""","""2026-05-18T09:12:09.000Z"""
404,121,12,142,,mixed,completed,10,10,7,15,23,"""2026-05-07T09:01:25.000Z""","""2026-05-07T09:16:25.000Z""","""2026-05-07T09:01:25.000Z""","""2026-05-07T09:16:25.000Z"""
405,122,33,385,,topic,completed,6,6,2,5,12,"""2026-05-21T12:19:26.000Z""","""2026-05-21T12:44:26.000Z""","""2026-05-21T12:19:26.000Z""","""2026-05-21T12:44:26.000Z"""
406,122,111,1529,,topic,completed,8,8,4,6,15,"""2026-05-25T15:08:27.000Z""","""2026-05-25T15:17:27.000Z""","""2026-05-25T15:08:27.000Z""","""2026-05-25T15:17:27.000Z"""
407,122,126,1773,,mistakes,completed,9,9,5,8,16,"""2026-05-27T21:09:49.000Z""","""2026-05-27T21:29:49.000Z""","""2026-05-27T21:09:49.000Z""","""2026-05-27T21:29:49.000Z"""
408,122,33,391,,mistakes,completed,10,10,8,16,22,"""2026-05-21T19:43:43.000Z""","""2026-05-21T20:07:43.000Z""","""2026-05-21T19:43:43.000Z""","""2026-05-21T20:07:43.000Z"""
409,122,126,1765,,weak_area,completed,6,6,1,2,12,"""2026-06-08T15:04:57.000Z""","""2026-06-08T15:23:57.000Z""","""2026-06-08T15:04:57.000Z""","""2026-06-08T15:23:57.000Z"""
410,123,231,3449,,mistakes,completed,6,6,5,7,9,"""2026-05-21T17:24:49.000Z""","""2026-05-21T17:40:49.000Z""","""2026-05-21T17:24:49.000Z""","""2026-05-21T17:40:49.000Z"""
411,123,114,1573,,mistakes,completed,9,9,5,8,17,"""2026-05-27T20:20:36.000Z""","""2026-05-27T20:31:36.000Z""","""2026-05-27T20:20:36.000Z""","""2026-05-27T20:31:36.000Z"""
412,123,46,541,,mistakes,completed,8,8,5,9,14,"""2026-05-18T14:27:33.000Z""","""2026-05-18T14:47:33.000Z""","""2026-05-18T14:27:33.000Z""","""2026-05-18T14:47:33.000Z"""
413,123,175,2549,,mistakes,completed,6,6,4,7,13,"""2026-05-19T11:49:31.000Z""","""2026-05-19T12:14:31.000Z""","""2026-05-19T11:49:31.000Z""","""2026-05-19T12:14:31.000Z"""
414,124,72,905,,mistakes,completed,8,8,5,11,17,"""2026-05-05T11:29:30.000Z""","""2026-05-05T11:37:30.000Z""","""2026-05-05T11:29:30.000Z""","""2026-05-05T11:37:30.000Z"""
415,124,139,1969,,weak_area,completed,9,9,3,6,19,"""2026-05-26T19:51:30.000Z""","""2026-05-26T20:06:30.000Z""","""2026-05-26T19:51:30.000Z""","""2026-05-26T20:06:30.000Z"""
416,124,72,905,,topic,completed,6,6,4,9,14,"""2026-05-19T15:25:36.000Z""","""2026-05-19T15:47:36.000Z""","""2026-05-19T15:25:36.000Z""","""2026-05-19T15:47:36.000Z"""
417,124,64,781,,mistakes,completed,7,7,7,13,13,"""2026-05-26T08:20:02.000Z""","""2026-05-26T08:31:02.000Z""","""2026-05-26T08:20:02.000Z""","""2026-05-26T08:31:02.000Z"""
418,124,8,94,,weak_area,completed,8,8,8,17,17,"""2026-06-09T16:06:51.000Z""","""2026-06-09T16:30:51.000Z""","""2026-06-09T16:06:51.000Z""","""2026-06-09T16:30:51.000Z"""
419,124,81,1049,,mistakes,completed,8,8,7,14,17,"""2026-05-29T14:00:59.000Z""","""2026-05-29T14:23:59.000Z""","""2026-05-29T14:00:59.000Z""","""2026-05-29T14:23:59.000Z"""
420,125,226,3369,,weak_area,completed,7,7,4,7,13,"""2026-05-31T18:56:30.000Z""","""2026-05-31T19:12:30.000Z""","""2026-05-31T18:56:30.000Z""","""2026-05-31T19:12:30.000Z"""
421,125,1,4,,mistakes,completed,7,7,2,5,15,"""2026-05-08T09:54:20.000Z""","""2026-05-08T10:11:20.000Z""","""2026-05-08T09:54:20.000Z""","""2026-05-08T10:11:20.000Z"""
422,125,137,1945,,mixed,completed,9,9,7,13,18,"""2026-04-29T12:34:14.000Z""","""2026-04-29T12:45:14.000Z""","""2026-04-29T12:34:14.000Z""","""2026-04-29T12:45:14.000Z"""
423,125,137,1945,,weak_area,completed,8,8,5,10,16,"""2026-05-16T12:35:36.000Z""","""2026-05-16T12:43:36.000Z""","""2026-05-16T12:35:36.000Z""","""2026-05-16T12:43:36.000Z"""
424,125,1,4,,mixed,completed,8,8,7,12,15,"""2026-05-29T15:47:42.000Z""","""2026-05-29T16:09:42.000Z""","""2026-05-29T15:47:42.000Z""","""2026-05-29T16:09:42.000Z"""
425,125,137,1941,,mixed,completed,6,6,5,7,9,"""2026-05-20T10:26:59.000Z""","""2026-05-20T10:38:59.000Z""","""2026-05-20T10:26:59.000Z""","""2026-05-20T10:38:59.000Z"""
426,126,45,532,,weak_area,completed,6,6,2,4,14,"""2026-06-09T17:30:51.000Z""","""2026-06-09T17:46:51.000Z""","""2026-06-09T17:30:51.000Z""","""2026-06-09T17:46:51.000Z"""
427,126,11,130,,weak_area,completed,9,9,5,10,21,"""2026-06-10T16:43:24.000Z""","""2026-06-10T16:58:24.000Z""","""2026-06-10T16:43:24.000Z""","""2026-06-10T16:58:24.000Z"""
428,126,49,583,,weak_area,completed,8,8,6,13,16,"""2026-06-11T15:57:23.000Z""","""2026-06-11T16:10:23.000Z""","""2026-06-11T15:57:23.000Z""","""2026-06-11T16:10:23.000Z"""
429,126,45,529,,mistakes,completed,8,8,7,12,14,"""2026-06-12T16:15:27.000Z""","""2026-06-12T16:40:27.000Z""","""2026-06-12T16:15:27.000Z""","""2026-06-12T16:40:27.000Z"""
430,126,11,121,,topic,completed,9,9,3,4,18,"""2026-06-11T10:53:24.000Z""","""2026-06-11T11:08:24.000Z""","""2026-06-11T10:53:24.000Z""","""2026-06-11T11:08:24.000Z"""
431,126,138,1965,,weak_area,completed,8,8,3,7,18,"""2026-06-05T20:13:37.000Z""","""2026-06-05T20:29:37.000Z""","""2026-06-05T20:13:37.000Z""","""2026-06-05T20:29:37.000Z"""
432,127,51,601,,mistakes,completed,10,10,6,13,22,"""2026-05-19T17:58:35.000Z""","""2026-05-19T18:17:35.000Z""","""2026-05-19T17:58:35.000Z""","""2026-05-19T18:17:35.000Z"""
433,127,34,406,,topic,completed,6,6,6,11,11,"""2026-05-05T11:36:18.000Z""","""2026-05-05T11:55:18.000Z""","""2026-05-05T11:36:18.000Z""","""2026-05-05T11:55:18.000Z"""
434,127,138,1953,,topic,completed,7,7,4,8,15,"""2026-04-30T10:01:32.000Z""","""2026-04-30T10:20:32.000Z""","""2026-04-30T10:01:32.000Z""","""2026-04-30T10:20:32.000Z"""
435,127,138,1957,,topic,completed,8,8,4,6,15,"""2026-06-12T08:18:24.000Z""","""2026-06-12T08:26:24.000Z""","""2026-06-12T08:18:24.000Z""","""2026-06-12T08:26:24.000Z"""
436,127,51,607,,weak_area,completed,7,7,2,3,13,"""2026-05-11T11:17:23.000Z""","""2026-05-11T11:31:23.000Z""","""2026-05-11T11:17:23.000Z""","""2026-05-11T11:31:23.000Z"""
437,127,34,397,,mistakes,completed,10,10,9,19,21,"""2026-05-09T12:06:53.000Z""","""2026-05-09T12:29:53.000Z""","""2026-05-09T12:06:53.000Z""","""2026-05-09T12:29:53.000Z"""
